participant_id,gender,genderother,trans,age,handedness,race___0,race___1,race___2,race___3,race___4,race___5,race_other,ethnicity,language,language_other,sexuality,sexuality_other,marital,grade,degree,degree_other,employment,occupation,militaryaffil,income,religion,religion_other,pidsf1,pidsf2,pidsf3,pidsf4,pidsf5,pidsf6,pidsf7,pidsf8,pidsf9,pidsf10,pidsf11,pidsf12,pidsf13,pidsf14,pidsf15,pidsf16,pidsf17,pidsf18,pidsf19,pidsf20,pidsf21,pidsf22,pidsf23,pidsf24,pidsf25,pidsf26,pidsf27,pidsf28,pidsf29,pidsf30,pidsf31,pidsf32,pidsf33,pidsf34,pidsf35,pidsf36,pidsf37,pidsf38,pidsf39,pidsf40,pidsf41,pidsf42,check5,pidsf43,pidsf44,pidsf45,pidsf46,pidsf47,pidsf48,pidsf49,pidsf50,pidsf51,pidsf52,pidsf53,pidsf54,pidsf55,pidsf56,pidsf57,pidsf58,pidsf59,pidsf60,pidsf61,pidsf62,pidsf63,pidsf64,pidsf65,pidsf66,pidsf67,pidsf68,pidsf69,pidsf70,pidsf71,pidsf72,pidsf73,pidsf74,pidsf75,pidsf76,pidsf77,pidsf78,pidsf79,pidsf80,pidsf81,pidsf82,pidsf83,pidsf84,pidsf85,pidsf86,pidsf87,pidsf88,check6,pidsf89,pidsf90,pidsf91,pidsf92,pidsf93,pidsf94,pidsf95,pidsf96,pidsf97,pidsf98,pidsf99,pidsf100,pid5_sf_complete
156,0,,0,24,1,1,0,0,0,0,0,,1,0,,0,,4,8,2,,5,5,4,1,6,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,2
157,0,,0,23,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,8,9,Lutheran,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
158,0,,0,22,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,2,6,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2
159,0,,0,30,1,1,0,0,0,0,0,,0,0,,0,,0,9,3,,5,4,4,5,6,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
160,0,,0,24,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,5,5,4,9,5,,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,2,2,1,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,2
161,0,,0,34,1,0,1,0,0,0,0,,0,0,,0,,4,9,3,,1,3,4,1,9,Christian,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,2,2,2,0,1,3,0,0,1,0,1,0,1,1,2,0,0,0,3,0,2,0,0,1,0,1,0,1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,2,1,2,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,1,0,2
162,0,,0,30,1,1,0,0,0,0,0,,0,0,,0,,0,8,2,,0,4,4,6,6,,1,2,2,2,1,1,0,1,1,1,1,1,1,0,0,1,1,2,1,2,2,1,1,1,1,1,3,1,1,1,2,2,2,1,1,2,0,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,0,2,0,0,1,1,0,1,0,0,2,1,2,1,1,1,0,1,0,1,1,1,0,1,1,2,1,1,0,1,2,0,1,1,1,1,2,0,2,2,0,1,1,1,1,1,3,1,2
163,0,,0,25,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,4,9,Methodist,0,0,2,2,0,1,0,2,0,0,0,1,0,0,0,1,2,1,1,2,2,0,2,2,1,0,0,0,0,0,2,1,0,0,0,2,1,1,2,2,3,1,2,0,1,3,1,2,3,3,1,1,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,2,1,1,2,0,0,0,0,0,2,1,3,2,2,0,0,0,0,1,1,0,1,0,1,2,2,0,0,0,0,1,0,2,1,2
164,0,,0,27,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,3,8,,0,1,2,2,0,2,1,1,1,2,0,1,1,1,1,2,1,2,0,1,2,1,2,2,0,1,1,1,0,1,1,2,2,2,2,2,1,1,1,0,1,1,2,1,2,1,0,1,2,1,1,0,1,1,1,1,0,0,0,2,1,1,1,0,2,1,1,1,2,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,0,2,0,1,2,2,1,1,0,1,1,1,2,0,2,1,2
165,0,,0,27,1,1,0,0,0,0,0,,0,0,,0,,0,8,2,,0,4,4,2,5,,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,2,3,2,0,0,0,0,0,1,2,1,0,1,3,0,0,1,1,1,1,2,0,1,2,1,0,3,2,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,2,3,1,2,0,0,0,0,0,2,0,1,2,0,1,2,0,0,0,0,1,0,3,0,2
166,0,,0,28,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,1,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
167,0,,0,24,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,5,5,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
168,0,,0,29,1,1,0,0,0,0,0,,0,0,,2,,0,7,1,,0,2,4,6,5,,0,0,0,2,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,1,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,2
169,0,,0,25,1,1,0,0,0,0,1,Middle Eastern,0,0,,0,,4,8,2,,5,5,4,1,5,,0,0,3,2,0,0,0,0,0,2,1,1,0,0,0,0,3,0,2,1,0,0,0,2,2,0,0,1,3,2,0,2,2,0,0,3,0,1,3,1,2,2,2,1,1,3,2,0,3,3,1,0,1,1,0,1,2,0,2,0,1,0,0,0,0,1,2,0,0,0,1,2,0,0,2,0,0,0,1,1,2,1,0,0,1,0,0,1,0,1,2,0,2,2,1,0,1,0,0,1,1,0,2
170,0,,0,33,1,1,0,0,0,0,0,,0,0,,0,,0,8,2,,0,4,4,7,5,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,3,2,0,0,0,0,0,0,2,0,1,1,3,0,1,0,1,0,1,2,0,0,1,1,0,3,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,0,1,0,1,0,2,1,0,2
171,0,,0,29,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,3,4,3,2,,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,2,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,2
172,0,,0,23,1,1,0,0,0,0,0,,0,0,,4,,4,8,2,,1,1,4,0,2,,0,0,3,3,0,0,0,0,1,3,1,0,0,0,2,0,2,0,0,2,1,3,2,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,2,0,0,2,0,0,2,2,0,0,0,2,0,2,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,1,2,2,1,2,0,2,1,0,0,0,2
173,0,,0,27,1,1,0,0,0,0,0,,0,0,,0,,4,9,2,,0,1,4,2,8,,0,0,2,2,0,2,0,0,1,1,0,0,0,0,0,2,0,2,2,2,1,0,2,3,2,0,2,2,1,2,0,2,1,1,1,2,0,0,2,1,0,0,2,2,2,0,2,1,2,2,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,2,3,0,0,0,0,2,0,0,0,2,0,1,0,0,2,2,1,0,0,1,2,2,2,1,2
174,0,,0,23,1,0,0,1,0,0,0,,1,0,,0,,4,8,2,,0,4,4,2,5,,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,1,0,2,1,1,0,0,1,0,1,0,1,0,1,0,2,0,2,2,1,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,2,0,2
175,0,,0,27,1,1,0,1,0,0,0,,0,0,,0,,4,9,3,,0,1,4,2,6,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2,1,2,1,0,1,0,0,2,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2
176,0,,0,27,1,1,0,0,0,0,0,,1,0,,0,,4,8,2,,0,4,4,2,9,Christian,0,1,1,1,1,1,0,2,1,1,0,1,1,0,0,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,0,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2
177,0,,0,23,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,1,4,4,9,Brethren,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,2
178,0,,0,30,1,1,0,0,0,0,0,,1,0,,5,Pansexual,0,7,1,,6,6,4,1,8,,0,3,2,1,3,3,0,2,2,2,2,2,3,1,2,3,3,2,1,1,3,2,2,2,1,1,2,1,1,0,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,2,3,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,0,1,2,2,2,1,2,2,2
179,0,,0,23,1,1,0,0,0,0,0,,0,0,,0,,4,7,1,,0,1,4,1,6,,2,0,3,3,0,1,0,1,2,2,3,1,0,0,0,1,3,1,2,3,1,2,1,3,2,1,2,0,1,0,1,2,3,2,1,3,0,2,2,1,3,2,2,3,1,1,2,1,3,2,2,0,1,3,2,2,1,0,2,1,2,3,0,2,0,3,2,1,3,0,2,3,0,2,3,1,1,2,3,2,3,3,0,1,2,1,2,1,2,1,2,1,2,3,1,3,0,2,1,2,1,1,2
180,0,,0,37,1,1,0,0,0,0,0,,0,0,,0,,2,8,2,,0,4,4,6,5,,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,1,0,2
181,0,,0,40,1,1,0,0,0,0,0,,0,0,,0,,2,8,2,,0,4,4,5,8,,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,1,1,2,1,2,0,2,1,1,2,1,2,3,0,1,2,2,1,2,1,1,2,2,0,2,0,2,0,2,2,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,2,1,0,2,1,1,0,0,1,1,2,0,1,2,1,3,3,1,1,1,1,1,0,2,1,2
182,0,,0,22,1,1,0,0,0,0,0,,1,0,,0,,4,8,2,,5,5,4,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
183,0,,0,31,1,0,0,1,0,0,0,,0,2,Marathi,0,,0,9,3,,6,6,4,3,1,,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,2,0,2,0,0,1,1,1,2,0,0,0,0,0,2,0,2,1,2,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2
184,0,,0,32,1,1,0,0,0,0,0,,1,0,,0,,4,9,3,,0,4,4,2,8,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2,3,0,1,1,0,0,1,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,1,2,0,0,3,2,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,2
185,0,,0,22,1,0,0,1,0,0,0,,0,0,,0,,4,7,0,,5,5,4,7,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
186,0,,0,37,1,1,0,0,0,0,0,,0,0,,0,,2,9,4,,0,4,4,7,8,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,2,2,0,1,0,0,2,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,2
187,0,,0,24,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,5,5,4,0,6,,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,2,0,0,2,3,1,0,1,0,0,0,2,2,0,0,0,3,0,1,3,2,0,0,2,1,0,3,1,0,3,3,0,0,0,0,0,3,0,1,2,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,0,2,0,0,1,0,1,0,0,2,2,0,0,0,0,1,0,1,0,2
188,0,,0,35,1,0,1,0,0,0,0,,0,0,,0,,2,7,0,,8,6,4,1,9,Apostolic,0,0,2,1,2,1,1,1,2,0,1,1,0,0,0,0,2,0,0,0,2,2,0,2,0,1,2,1,3,2,1,1,2,1,1,2,0,2,1,2,0,3,2,2,1,0,0,1,2,1,1,1,2,1,1,1,3,2,0,1,2,2,1,0,1,1,2,0,2,1,2,1,1,3,2,1,0,0,2,0,2,0,1,1,3,0,1,0,0,1,3,0,1,1,0,2,0,2,0,0,1,0,2
189,1,,0,25,0,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,2,6,,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2
190,0,,0,24,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,5,5,4,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
191,0,,0,38,1,0,1,0,0,0,0,,0,0,,0,,4,7,1,,0,1,4,3,6,,0,1,0,0,3,3,0,2,2,0,1,0,2,0,0,3,3,2,3,1,3,2,0,0,2,0,3,1,2,3,2,2,2,2,1,1,0,0,3,0,2,2,2,3,0,3,1,3,3,3,1,0,2,3,0,3,1,1,2,0,0,2,0,0,3,1,2,2,3,0,1,2,0,3,0,0,3,1,2,0,3,3,0,2,3,0,1,0,0,1,2,0,3,2,0,0,0,2,0,2,2,0,2
192,0,,0,35,1,1,0,0,0,0,0,,0,0,,0,,0,7,1,,0,4,4,7,8,,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,2,0,2,1,0,0,0,2,1,0,2,1,1,0,0,2,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,2,1,2
193,0,,0,24,1,1,0,0,0,0,0,,0,0,,5,Queer,4,9,2,,5,5,4,3,8,,0,1,2,2,0,1,0,0,2,0,1,1,0,0,0,0,1,0,0,1,2,0,2,1,0,0,0,1,0,0,0,2,1,0,0,3,1,0,2,0,1,1,2,1,1,1,0,0,3,3,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,1,0,0,1,0,1,2,0,2,2,0,0,0,0,1,0,0,0,2
194,0,,0,29,1,1,0,0,0,0,0,,0,0,,0,,0,9,3,,0,4,4,9,6,,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,3,0,2,1,0,0,2,0,0,0,0,1,2,2,1,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2
195,0,,0,23,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,9,6,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
196,0,,0,23,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,0,4,4,2,8,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
197,0,,0,29,1,1,0,0,0,0,0,,1,0,,2,,4,9,3,,1,4,4,1,8,,0,1,2,2,1,1,0,1,0,0,0,0,1,0,0,1,3,0,0,3,2,1,0,2,2,0,0,1,0,2,0,3,1,0,3,1,0,0,2,0,0,0,2,0,2,2,2,1,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,2
198,0,,0,25,1,0,1,0,0,0,0,,0,0,,0,,4,7,5,Cna,0,2,4,1,9,Christian,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,1,0,0,1,2,2,0,2,1,0,2,0,0,1,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,3,1,0,1,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,2,2
199,0,,0,26,1,1,0,0,0,0,0,,0,0,,0,,4,9,3,,5,5,4,1,6,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,2,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,2,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,2
200,1,,0,38,1,0,1,0,0,0,0,,0,0,,0,,4,7,1,,0,1,4,1,9,Hebrew,3,0,0,0,2,0,0,0,2,3,0,3,0,0,0,0,0,0,0,1,0,3,0,3,0,1,3,0,1,0,2,3,2,3,0,3,0,3,0,3,3,2,2,1,0,0,0,0,3,2,0,0,1,2,0,1,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,0,2,3,0,3,0,0,1,3,0,2,0,3,0,0,0,0,0,0,0,2
201,0,,0,21,0,1,0,0,0,0,0,,0,0,,0,,4,8,2,,5,5,4,8,8,,1,0,3,2,0,0,0,0,1,1,1,0,0,1,0,0,1,2,1,2,0,1,0,3,1,0,3,1,0,2,0,2,3,0,0,3,1,1,2,2,1,2,2,1,1,0,1,0,3,2,1,1,2,1,0,2,1,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,2,1,3,2,0,1,3,1,1,0,0,1,3,1,2,2,1,0,1,0,0,0,2,0,2
202,0,,0,23,1,1,0,0,0,0,1,Middle Eastern,0,0,,0,,4,9,2,,5,5,4,0,5,,0,3,1,0,2,2,0,2,2,2,1,0,0,0,3,1,3,1,1,0,1,2,2,3,0,0,1,3,0,3,0,1,1,0,2,0,0,0,1,0,0,1,2,0,1,2,1,0,2,2,2,1,1,1,0,2,0,0,0,0,1,2,2,0,3,2,2,0,0,2,2,0,2,2,0,0,0,2,3,1,1,0,2,2,2,0,1,0,0,1,2,0,2,0,0,3,2,3,0,1,1,2,2
203,1,,0,28,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,0,4,4,3,9,Christian,0,0,1,1,0,1,0,0,2,2,1,1,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,2,1,0,0,1,0,2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2
204,0,,0,22,1,1,0,0,0,0,0,,0,0,,0,,4,8,2,,5,5,4,0,8,,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,1,1,1,0,1,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
205,0,,0,36,1,0,0,1,0,0,0,,0,0,,2,,4,8,2,,0,4,4,2,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2
206,0,,0,29,1,1,0,0,0,0,0,,0,0,,0,,0,9,3,,0,4,4,6,6,,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,2,3,2,0,1,0,0,1,2,2,1,0,1,2,0,1,2,0,3,2,2,0,1,2,2,0,3,2,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,2,0,1,0,1,0,2,2,3,2,2,0,0,2,2,0,2,0,1,2,1,2,2,0,0,0,0,1,1,0,0,2
207,0,,0,30,1,1,0,1,0,0,0,,0,0,,0,,4,8,2,,2,4,4,0,6,,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,2,0,2,1,0,1,1,0,0,1,0,0,2,2,0,0,2,0,0,0,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,2,2,1,0,0,0,0,0,0,2
