id	week	day	well	awake	relaxed	pleased	bold	energetic	extraverted	talkative	study_burden	study_interfere	study_annoy	time001	good	calm	rested	happy	not_shy	envious	compliance	flag	quiet	bashful	withdrawn	careless	disorganized	inefficient	sloppy	unsympathetic	harsh	relaxed_personality	rude	uncreative	unintellectual	cold	beep
OSCYQ	1	1	6	7	5	6	3	5	3	2	NA	NA	NA	3	6	5	6	6	2	2	1	0	2	4	4	2	1	1	2	3	4	4	1	3	2	2	NA
RYPDG	1	1	3	6	1	4	5	4	4	5	NA	NA	NA	1	2	2	5	4	5	1	1	0	2	1	1	2	1	1	1	1	1	2	1	2	5	1	NA
BZOPC	1	1	7	3	6	7	1	1	1	1	NA	NA	NA	14	7	7	3	5	5	1	1	0	5	1	2	5	1	1	1	1	1	5	1	1	1	1	NA
KWTES	1	1	6	6	6	6	3	4	3	2	NA	NA	NA	1	6	6	6	6	3	1	1	0	5	1	3	3	3	2	2	1	2	3	1	3	2	1	NA
LHLJV	1	1	1	1	1	1	3	4	3	4	NA	NA	NA	2	2	2	3	3	3	3	1	0	3	2	2	3	4	4	3	1	4	2	2	4	3	3	NA
CRZML	1	1	5	2	3	5	2	2	2	4	NA	NA	NA	2	6	5	2	5	2	2	1	0	4	1	4	3	4	2	2	1	1	3	2	5	1	2	NA
KUUXJ	1	1	7	7	3	6	3	3	3	5	NA	NA	NA	2	7	1	5	7	5	3	1	0	1	3	1	2	4	4	1	1	1	1	1	1	1	1	NA
UEMGC	1	1	5	6	6	7	4	3	3	2	NA	NA	NA	20	6	6	6	4	5	1	1	0	4	1	3	2	2	2	1	1	1	3	1	1	1	1	NA
PTYMY	1	1	2	5	2	2	3	3	2	4	NA	NA	NA	1	4	4	4	3	4	1	1	0	2	3	2	3	4	1	1	1	3	3	2	1	1	1	NA
HIGFD	1	1	6	5	5	4	1	3	3	1	NA	NA	NA	2	6	4	5	5	3	1	1	0	3	1	1	3	1	1	1	1	1	3	1	4	2	1	NA
BOZNY	1	1	5	3	7	6	2	1	1	1	NA	NA	NA	59	6	6	5	6	5	1	1	0	4	1	1	3	1	1	1	1	1	5	1	1	3	3	NA
EXAQA	1	1	5	6	5	5	2	3	2	3	NA	NA	NA	4	5	6	6	5	4	2	1	0	4	2	3	4	3	3	2	1	1	5	1	2	2	3	NA
HXFWO	1	1	7	5	6	6	2	2	3	4	NA	NA	NA	1	6	6	6	6	4	1	1	0	3	1	3	3	2	3	1	2	2	5	1	3	2	1	NA
HFMWA	1	1	5	6	6	6	2	2	3	2	NA	NA	NA	2	5	6	2	5	4	4	1	0	4	2	4	4	2	2	2	2	2	4	2	4	2	2	NA
UVOFZ	1	1	4	5	3	4	1	3	1	1	NA	NA	NA	1	4	5	5	4	5	1	1	0	3	1	1	3	1	2	1	1	1	3	1	1	1	3	NA
YMWNT	1	1	6	6	3	5	3	4	2	2	NA	NA	NA	4	6	6	5	5	3	1	1	0	5	3	2	4	3	3	2	4	1	4	4	2	2	3	NA
WYECB	1	5	3	3	3	4	4	2	4	2	NA	NA	NA	6	5	3	3	5	4	1	1	0	2	4	2	2	4	5	4	2	4	2	2	4	4	1	NA
WOEWY	1	1	6	3	3	5	2	3	4	4	NA	NA	NA	5	5	4	3	5	4	2	1	0	2	2	2	2	2	2	1	2	2	2	2	4	2	2	NA
ASRXX	1	5	5	5	3	4	1	1	1	2	NA	NA	NA	12	3	3	5	3	2	2	1	0	2	4	4	1	2	3	1	2	2	2	2	5	3	3	NA
OSSBB	1	1	2	2	4	2	1	1	1	1	NA	NA	NA	3	2	3	3	2	3	1	1	0	5	1	4	2	4	5	4	1	1	4	1	1	1	2	NA
XDKXP	1	1	4	3	4	4	1	1	1	3	NA	NA	NA	3	4	4	3	4	3	1	1	0	4	1	2	2	3	4	2	1	1	3	2	5	2	4	NA
MQWOX	1	1	5	4	3	5	3	3	2	5	NA	NA	NA	3	6	5	5	5	5	2	1	0	2	2	2	2	3	4	2	2	1	3	2	3	2	2	NA
EMUAW	1	5	6	5	6	5	2	2	3	3	NA	NA	NA	2	6	7	6	6	4	5	1	0	4	3	3	4	1	1	1	1	1	3	1	1	1	2	NA
LMGCR	1	1	6	5	6	5	3	2	3	4	NA	NA	NA	3	5	5	5	5	3	1	1	0	3	1	3	4	1	1	1	2	2	4	2	4	1	3	NA
QBAET	1	5	5	5	5	5	1	5	1	1	NA	NA	NA	2	6	5	4	4	5	1	1	0	3	1	1	2	1	1	1	2	1	3	1	1	2	3	NA
JGEKB	1	1	6	6	2	5	2	3	3	1	NA	NA	NA	5	6	4	6	6	3	1	1	0	2	2	4	4	1	2	2	1	1	3	1	4	2	2	NA
LPLJD	1	1	7	7	1	4	1	1	5	5	NA	NA	NA	2	7	7	7	6	5	1	1	0	5	1	1	3	1	5	1	1	1	5	1	1	1	1	NA
RBVNQ	1	1	5	3	6	6	3	4	3	4	NA	NA	NA	1	6	4	6	6	4	5	1	0	4	2	2	2	2	2	2	1	4	4	2	2	3	2	NA
EVIIS	1	5	7	4	7	7	4	5	5	2	NA	NA	NA	3	7	6	3	7	5	1	1	0	1	2	2	5	3	3	3	1	2	5	1	3	1	1	NA
KAOLL	1	1	6	1	3	5	1	2	3	4	NA	NA	NA	2	6	6	1	6	3	1	1	0	2	3	3	2	2	1	1	1	1	3	1	2	1	2	NA
MGBRE	1	1	5	6	5	5	2	3	3	3	NA	NA	NA	8	6	6	5	5	4	1	1	0	3	2	3	4	2	2	2	2	1	3	1	4	1	1	NA
LAHMZ	1	5	4	5	2	2	2	3	2	3	NA	NA	NA	1	5	3	3	5	4	1	1	0	4	2	3	4	2	2	2	1	1	1	1	3	1	1	NA
MNHLB	1	1	1	1	2	1	1	1	1	1	NA	NA	NA	27	2	3	1	2	3	3	1	0	5	1	1	4	4	5	3	3	1	3	3	5	5	5	NA
MDMCL	1	1	6	4	5	5	3	2	3	4	NA	NA	NA	2	5	5	6	5	5	1	1	0	4	1	1	3	3	3	1	1	1	4	1	5	1	1	NA
SSCYI	1	1	3	4	2	2	4	4	3	4	NA	NA	NA	1	3	5	3	3	3	1	1	0	2	3	3	2	3	3	2	2	2	1	3	2	3	4	NA
KKFSY	1	1	7	6	7	6	3	4	4	4	NA	NA	NA	1	7	7	7	6	4	1	1	0	5	5	2	2	5	4	4	3	1	3	2	1	1	3	NA
FWYCL	1	1	7	7	7	7	1	1	1	3	NA	NA	NA	4	7	7	7	7	5	1	1	0	5	1	1	5	1	3	1	1	1	5	1	1	1	1	NA
JNSMC	1	1	3	5	2	2	1	2	1	1	NA	NA	NA	1	3	3	3	3	2	1	1	0	3	3	4	2	4	4	3	2	3	2	1	1	3	4	NA
XZWKK	1	1	4	2	5	5	1	2	3	2	NA	NA	NA	1	4	5	3	5	5	1	1	0	4	1	1	4	1	3	1	2	1	2	1	1	2	2	NA
YJPTF	1	1	4	3	2	2	1	1	1	2	NA	NA	NA	2	3	4	3	3	2	1	1	0	3	3	5	2	3	2	1	4	1	2	4	3	3	4	NA
SUUMJ	1	1	6	3	5	6	2	3	5	5	NA	NA	NA	3	6	5	2	6	5	1	1	0	4	1	1	3	1	2	2	1	1	4	1	3	1	1	NA
PWKFR	1	1	5	2	3	3	3	3	2	5	NA	NA	NA	6	3	3	3	3	5	3	1	0	3	1	3	2	4	2	1	2	3	2	2	4	4	3	NA
HMWXU	1	1	6	2	2	2	3	4	4	2	NA	NA	NA	3	6	6	6	6	4	2	1	0	2	2	2	4	3	2	2	2	1	4	2	2	3	3	NA
OMPUB	1	1	5	3	5	4	2	3	3	3	NA	NA	NA	2	5	5	3	5	4	3	1	0	4	2	3	3	2	2	1	2	2	4	1	2	2	2	NA
QMIQM	1	1	5	1	4	4	4	1	4	4	NA	NA	NA	7	5	5	2	4	5	5	1	0	3	1	1	3	2	1	1	1	3	2	1	3	1	1	NA
IHUCJ	1	5	5	6	5	6	4	3	2	3	NA	NA	NA	2	6	6	5	6	3	1	1	0	3	2	2	3	1	2	1	2	1	3	1	2	1	2	NA
JFOYX	1	1	5	2	5	5	2	1	2	2	NA	NA	NA	2	5	5	3	4	3	1	1	0	4	2	4	3	2	2	2	2	1	4	2	2	2	2	NA
TZHYY	1	1	5	4	3	3	3	3	2	3	NA	NA	NA	105	3	5	3	4	4	1	1	0	2	3	2	2	2	2	2	3	2	2	1	4	2	1	NA
TSCIV	1	5	7	6	4	7	2	4	4	5	NA	NA	NA	3	7	3	6	7	5	1	1	0	2	1	1	4	3	2	1	1	1	4	1	2	3	1	NA
OJCPD	1	2	4	6	5	5	2	2	3	2	NA	NA	NA	36	5	5	2	5	3	2	1	0	4	2	3	3	3	3	2	2	1	4	2	3	2	2	NA
JGEKB	1	2	6	2	3	4	4	2	3	4	NA	NA	NA	2	6	5	2	5	4	2	1	0	3	3	2	2	1	3	2	1	1	4	1	1	2	2	NA
EXAQA	1	2	6	5	6	5	2	3	3	3	NA	NA	NA	1	6	6	5	6	4	1	1	0	4	2	4	2	2	3	1	1	2	4	1	2	2	2	NA
JFOYX	1	2	5	2	5	3	2	2	2	1	NA	NA	NA	2	4	4	2	4	5	2	1	0	4	2	1	3	2	3	1	2	2	3	1	1	1	1	NA
JQTPT	1	2	5	3	3	3	3	2	4	1	NA	NA	NA	1	4	4	3	4	3	2	1	0	4	1	5	3	2	2	2	3	2	3	2	3	2	2	NA
YQRYO	1	2	5	6	6	5	3	3	3	1	NA	NA	NA	2	6	7	6	5	4	1	1	0	5	1	3	4	4	3	1	1	1	5	1	3	1	3	NA
RGTLV	1	2	6	2	6	6	2	2	3	4	NA	NA	NA	4	7	7	2	6	3	1	1	0	5	1	2	4	1	2	1	2	1	5	2	4	2	2	NA
ZBMLR	1	2	5	5	5	5	4	4	3	3	NA	NA	NA	1	5	5	4	5	5	1	1	0	3	1	1	4	1	1	1	1	1	3	1	1	1	2	NA
WOEWY	1	2	5	3	3	6	4	4	4	4	NA	NA	NA	3	5	4	3	5	4	1	1	0	4	2	2	4	2	2	2	2	4	3	2	1	1	2	NA
KWTES	1	2	6	1	4	6	3	1	1	1	NA	NA	NA	2	6	7	1	6	3	1	1	0	5	1	3	5	3	5	2	1	1	5	1	1	2	1	NA
PTYMY	1	2	4	2	2	2	2	2	2	1	NA	NA	NA	2	3	3	4	3	4	2	1	0	1	2	1	1	4	1	2	2	2	1	1	1	1	1	NA
RCAXO	1	2	5	1	5	4	1	2	1	2	NA	NA	NA	2	5	6	1	5	5	1	1	0	5	1	4	3	2	4	1	1	1	5	1	4	2	2	NA
HMWXU	1	2	2	2	2	2	3	2	2	2	NA	NA	NA	2	2	2	2	2	4	5	1	0	2	4	4	1	1	4	4	4	2	2	2	2	2	2	NA
BOZNY	1	2	5	2	5	5	1	1	1	4	NA	NA	NA	2	5	5	4	6	5	1	1	0	4	1	2	4	1	4	1	1	1	4	1	3	1	1	NA
MGBRE	1	2	5	3	3	5	1	2	1	1	NA	NA	NA	11	5	5	4	5	5	1	1	0	4	1	3	3	1	2	1	1	1	3	1	2	1	1	NA
PWKFR	1	2	2	5	1	1	4	5	2	4	NA	NA	NA	2	4	4	3	3	4	1	1	0	3	3	2	1	2	2	2	3	5	1	2	3	1	3	NA
SOIRZ	1	2	3	4	2	3	1	2	2	3	NA	NA	NA	4	4	2	3	4	5	1	1	0	1	4	1	2	1	1	1	1	3	1	1	1	1	1	NA
HXFWO	1	2	6	2	5	5	1	1	1	5	NA	NA	NA	5	6	4	3	7	4	1	1	0	3	1	2	4	2	2	1	1	2	4	2	3	2	1	NA
RYPDG	1	2	4	3	1	4	3	4	3	5	NA	NA	NA	2	5	3	6	4	5	1	1	0	2	2	2	3	2	1	1	2	2	2	1	3	1	2	NA
VLFTC	1	2	2	5	3	4	3	2	2	2	NA	NA	NA	1	4	3	5	4	2	2	1	0	2	4	4	2	2	4	2	2	2	3	3	2	2	3	NA
VGVRW	1	2	5	6	6	6	3	4	4	4	NA	NA	NA	1	6	6	6	6	4	4	1	0	2	3	2	2	2	2	3	2	2	2	2	1	3	3	NA
LPLJD	1	2	7	1	1	4	1	1	1	1	NA	NA	NA	3	7	7	2	4	5	5	1	0	5	1	1	1	1	1	1	1	1	5	1	1	1	1	NA
SUUMJ	1	2	6	3	6	6	1	3	3	2	NA	NA	NA	3	6	6	5	6	4	1	1	0	4	1	4	4	1	1	1	1	1	4	1	4	1	1	NA
DGWFM	1	6	3	1	1	4	2	3	2	4	NA	NA	NA	486	3	1	3	4	5	1	1	0	4	1	3	1	5	4	1	1	4	1	1	2	2	2	NA
ERCLT	1	2	7	5	6	6	1	1	1	1	NA	NA	NA	2	6	7	6	6	5	2	1	0	4	1	3	4	1	1	1	1	1	5	1	1	1	1	NA
LAHMZ	1	6	5	3	4	3	3	2	2	1	NA	NA	NA	2	5	2	5	5	4	1	1	0	3	2	3	1	2	2	2	2	1	2	2	2	3	3	NA
TSCIV	1	6	3	5	3	2	2	2	3	3	NA	NA	NA	3	3	3	4	2	4	1	1	0	4	2	2	2	3	4	1	1	1	3	1	4	3	2	NA
QBAET	1	6	4	3	4	5	3	5	1	1	NA	NA	NA	3	5	5	2	5	5	1	1	0	3	1	3	3	1	1	1	1	1	3	1	1	1	2	NA
KUUXJ	1	2	4	3	3	4	1	1	1	4	NA	NA	NA	2	4	5	4	4	5	2	1	0	3	1	1	3	1	1	1	1	1	3	1	1	1	1	NA
QCQJI	1	2	7	7	7	7	1	3	1	1	NA	NA	NA	2	7	7	7	7	5	1	1	0	3	1	1	4	3	3	1	1	1	4	1	1	3	1	NA
ASRXX	1	6	5	3	3	4	1	3	2	2	NA	NA	NA	33	4	3	2	4	5	1	1	0	2	1	1	1	3	3	4	1	1	2	1	4	3	4	NA
UVOFZ	1	2	5	6	6	6	1	4	4	5	NA	NA	NA	2	6	6	6	5	5	1	1	0	3	1	1	3	1	1	1	1	2	4	1	3	1	1	NA
CRZML	1	2	3	2	2	2	1	2	2	1	NA	NA	NA	2	3	3	2	3	2	2	1	0	2	3	4	2	2	4	2	3	2	2	4	4	2	4	NA
WYECB	1	6	7	7	6	6	1	5	5	4	NA	NA	NA	3	7	5	6	6	5	1	1	0	5	1	1	5	1	1	1	1	1	5	1	1	1	1	NA
BZOPC	1	2	7	7	5	6	1	1	1	1	NA	NA	NA	3	6	6	7	7	5	1	1	0	4	1	1	5	1	1	1	1	1	3	1	1	1	1	NA
LHLJV	1	2	4	6	1	2	3	1	1	1	NA	NA	NA	3	5	1	4	3	5	2	1	0	1	1	4	1	4	4	4	2	2	1	2	1	4	3	NA
QOZIU	1	6	3	1	2	2	1	1	5	3	NA	NA	NA	1	5	2	1	4	4	5	1	0	3	3	3	1	1	1	1	1	1	2	1	5	1	3	NA
HIGFD	1	2	5	6	6	6	1	1	1	1	NA	NA	NA	5	6	6	6	6	3	5	1	0	4	1	3	4	1	2	1	1	1	5	1	5	1	1	NA
CJAWY	1	2	5	6	5	4	5	4	3	1	NA	NA	NA	3	5	4	6	4	5	2	1	0	2	1	4	2	3	2	2	1	1	3	1	5	1	1	NA
SSCYI	1	2	5	3	3	3	3	3	2	4	NA	NA	NA	4	3	4	3	3	3	2	1	0	3	3	3	2	4	4	3	2	2	3	2	3	2	4	NA
FWYCL	1	2	7	4	7	6	1	1	1	1	NA	NA	NA	3	6	7	2	6	5	1	1	0	5	1	1	5	1	1	1	1	1	5	1	1	1	1	NA
MNHLB	1	2	3	1	2	2	1	1	1	1	NA	NA	NA	3	3	2	1	2	3	3	1	0	4	1	3	2	4	4	2	3	1	3	1	4	3	2	NA
XJBMN	1	2	5	4	4	6	1	2	2	1	NA	NA	NA	32	5	5	4	5	3	1	1	0	2	1	2	2	2	3	2	1	2	3	1	3	2	3	NA
QACKG	1	2	4	2	3	2	2	2	1	1	NA	NA	NA	3	4	4	3	4	3	2	1	0	4	2	4	2	1	4	1	1	2	3	2	2	3	2	NA
TZHYY	1	2	4	2	3	5	4	2	3	1	NA	NA	NA	2	3	4	2	4	5	1	1	0	2	1	1	4	4	1	1	2	2	1	3	4	3	1	NA
KKFSY	1	2	6	6	6	6	3	3	3	3	NA	NA	NA	3	6	6	7	6	3	5	1	0	5	1	3	5	3	4	3	3	1	4	3	5	3	3	NA
MDMCL	1	2	6	7	6	6	1	2	1	4	NA	NA	NA	1	7	6	1	6	5	1	1	0	5	1	4	4	3	3	1	1	1	4	1	5	1	1	NA
RBVNQ	1	2	5	3	5	5	3	2	2	4	NA	NA	NA	5	5	5	4	5	4	1	1	0	4	2	2	2	2	2	2	1	2	4	2	2	1	2	NA
JNSMC	1	2	3	5	2	3	2	2	2	3	NA	NA	NA	9	3	2	5	3	2	1	1	0	2	1	4	1	4	4	3	3	2	1	2	1	4	2	NA
QMIQM	1	2	5	2	4	3	4	4	4	4	NA	NA	NA	2	5	5	3	4	3	2	1	0	1	1	2	4	1	1	1	2	3	1	1	1	4	1	NA
UEMGC	1	2	6	7	7	6	2	3	2	2	NA	NA	NA	3	6	7	6	6	5	1	1	0	3	1	1	3	1	1	1	1	1	4	1	3	1	2	NA
OSSBB	1	2	4	4	3	4	5	5	3	3	NA	NA	NA	2	4	3	4	4	3	3	1	0	2	3	2	2	1	1	1	3	4	3	2	1	2	3	NA
FOWMF	1	6	6	1	6	5	1	1	1	1	NA	NA	NA	1	6	6	2	6	5	1	1	0	5	1	1	2	1	1	1	1	1	5	1	1	1	1	NA
ZPHQJ	1	2	3	3	3	4	3	2	2	3	NA	NA	NA	3	3	3	3	5	4	2	1	0	3	2	2	2	3	4	1	2	2	2	2	2	2	1	NA
IHUCJ	1	6	6	4	3	6	1	2	1	2	NA	NA	NA	1	6	6	4	5	4	5	1	0	4	1	2	3	1	3	1	2	1	3	1	2	1	2	NA
QADCX	1	2	6	5	7	5	1	2	1	4	NA	NA	NA	4	7	7	5	5	5	1	1	0	4	1	3	4	1	1	2	1	2	4	1	1	1	1	NA
KAOLL	1	2	6	5	6	7	3	2	2	4	NA	NA	NA	2	6	6	5	7	2	3	1	0	4	4	3	1	3	1	1	2	1	2	1	5	2	3	NA
RWIJR	1	2	6	6	6	6	4	4	2	4	NA	NA	NA	45	6	6	6	5	4	2	1	0	3	4	3	2	2	2	1	1	2	4	1	3	2	2	NA
XZWKK	1	2	5	6	6	6	1	3	2	2	NA	NA	NA	2	6	6	6	5	3	2	1	0	4	1	1	4	2	2	1	1	1	4	1	2	2	3	NA
QTDRV	1	2	7	7	1	4	1	1	1	1	NA	NA	NA	3	6	1	4	7	5	5	1	0	1	1	1	1	1	5	1	1	1	1	1	1	1	1	NA
QWUUB	1	2	5	2	3	4	2	2	3	3	NA	NA	NA	2	5	3	3	4	2	1	1	0	3	2	3	3	3	5	3	1	1	4	3	1	1	2	NA
LRXVG	1	2	3	2	5	3	1	2	1	1	NA	NA	NA	4	3	5	3	3	5	5	1	0	4	1	3	1	3	3	1	1	1	4	1	1	1	1	NA
HJSHY	1	2	7	2	7	7	2	1	2	2	NA	NA	NA	5	7	7	1	7	5	1	1	0	5	1	2	4	1	4	1	1	1	5	1	4	1	3	NA
LVTFJ	1	2	7	4	6	6	1	2	1	1	NA	NA	NA	3	6	7	5	6	5	1	1	0	5	1	2	3	1	3	1	1	1	5	1	1	3	1	NA
PGLNX	1	2	5	6	3	2	2	3	1	2	NA	NA	NA	491	6	5	5	5	2	1	1	0	5	4	4	4	5	5	4	3	2	3	1	2	3	1	NA
HXFWO	1	2	6	2	5	5	1	1	1	4	NA	NA	NA	2	6	5	4	6	4	1	1	0	3	1	2	4	3	2	1	1	2	4	1	2	1	1	NA
KWTES	1	2	7	7	5	5	4	4	4	4	NA	NA	NA	3	7	5	4	6	5	1	1	0	3	1	1	4	1	4	1	1	1	3	1	1	2	1	NA
YMWNT	1	2	6	6	5	5	3	4	2	2	NA	NA	NA	1	6	6	5	5	3	1	1	0	4	3	3	2	3	4	3	3	2	4	2	3	2	3	NA
RBVNQ	1	2	6	5	5	5	2	2	3	4	NA	NA	NA	9	6	6	5	5	2	1	1	0	4	2	2	4	2	2	2	1	2	4	1	2	2	2	NA
OJCPD	1	2	5	4	6	4	3	3	3	3	NA	NA	NA	1	5	5	4	4	4	2	1	0	4	2	2	2	4	2	3	1	1	4	1	3	2	3	NA
LPLJD	1	2	7	5	1	5	1	1	1	1	NA	NA	NA	15	7	7	5	6	5	1	1	0	5	1	1	1	1	1	1	1	1	5	1	1	1	1	NA
EXAQA	1	2	5	3	4	4	1	3	2	3	NA	NA	NA	2	4	5	5	4	5	2	1	0	4	1	3	2	3	3	2	1	1	4	1	3	2	2	NA
OSCYQ	1	2	2	2	2	3	1	2	2	2	NA	NA	NA	3	4	3	2	3	3	3	1	0	4	2	4	1	3	3	2	1	4	2	1	4	2	3	NA
HIGFD	1	2	5	5	4	4	1	1	1	1	NA	NA	NA	4	5	5	5	5	5	2	1	0	5	1	5	5	1	4	2	2	1	4	1	5	3	3	NA
YJPTF	1	2	5	4	3	4	4	1	3	3	NA	NA	NA	2	5	5	5	4	3	1	1	0	4	1	2	3	2	2	2	3	1	3	3	3	2	1	NA
SOIRZ	1	2	4	4	4	4	1	2	2	3	NA	NA	NA	1	4	4	4	4	5	1	1	0	5	1	2	2	1	1	1	1	1	2	1	1	1	1	NA
BOZNY	1	2	5	2	5	6	1	1	1	2	NA	NA	NA	2	5	6	3	5	5	1	1	0	4	1	4	1	1	4	2	1	1	4	1	4	1	1	NA
JQTPT	1	2	5	4	5	5	2	3	4	1	NA	NA	NA	2	5	5	4	5	5	2	1	0	4	1	2	3	2	2	2	1	2	3	1	3	2	3	NA
RGTLV	1	2	7	3	7	7	2	4	3	5	NA	NA	NA	6	6	7	3	7	4	2	1	0	5	2	4	4	1	1	2	2	1	5	1	1	2	1	NA
PWKFR	1	2	4	3	5	5	4	1	2	1	NA	NA	NA	23	5	5	4	5	4	3	1	0	5	3	2	4	1	2	1	1	3	4	2	3	2	2	NA
PTYMY	1	2	4	5	2	4	1	1	1	4	NA	NA	NA	1	4	3	5	4	5	5	1	0	1	2	1	1	1	1	2	1	1	3	1	1	1	1	NA
KUUXJ	1	2	7	7	3	7	1	1	1	5	NA	NA	NA	3	7	4	6	7	5	4	1	0	3	1	1	3	1	2	1	1	1	3	1	1	1	1	NA
WYECB	1	6	7	5	6	7	3	5	5	5	NA	NA	NA	3	7	5	5	6	5	1	1	0	5	1	1	5	1	1	1	1	1	5	1	1	1	1	NA
QOZIU	1	6	3	2	2	3	3	1	5	4	NA	NA	NA	2	3	4	2	4	4	1	1	0	4	3	3	1	1	5	1	1	1	2	1	5	3	3	NA
FOWMF	1	6	6	4	5	4	2	2	2	2	NA	NA	NA	1	5	5	4	5	5	1	1	0	5	1	1	3	2	2	1	1	1	4	1	2	2	1	NA
LHLJV	1	2	3	2	2	2	1	1	1	2	NA	NA	NA	6	3	3	3	3	5	4	1	0	2	1	3	4	3	3	2	1	3	2	1	4	3	2	NA
RYPDG	1	2	6	1	2	6	3	2	4	3	NA	NA	NA	2	6	6	1	6	5	1	1	0	4	1	2	4	1	1	1	1	1	4	1	4	5	1	NA
YQRYO	1	2	6	4	6	5	4	3	2	3	NA	NA	NA	1	5	6	5	5	4	1	1	0	5	1	3	4	3	2	1	1	1	4	1	1	2	1	NA
ASRXX	1	6	3	5	3	3	1	2	4	2	NA	NA	NA	6	4	3	4	3	2	1	1	0	3	4	4	3	3	2	2	2	1	2	1	4	2	4	NA
TSCIV	1	6	4	6	3	3	2	2	3	3	NA	NA	NA	1	3	4	5	3	4	1	1	0	4	3	4	2	3	3	1	1	1	2	1	4	3	2	NA
ZBMLR	1	2	1	5	1	4	3	3	3	2	NA	NA	NA	4	4	1	4	4	5	2	1	0	4	1	2	3	1	1	1	1	2	4	1	3	5	3	NA
RWIJR	1	2	6	6	4	5	1	4	3	2	NA	NA	NA	4	6	4	5	5	5	1	1	0	4	1	3	3	2	2	1	1	4	3	1	2	2	2	NA
QBAET	1	6	4	3	5	4	1	5	1	1	NA	NA	NA	3	5	5	3	4	5	1	1	0	5	1	3	1	1	1	1	1	1	5	1	1	1	3	NA
LAHMZ	1	6	6	6	2	5	3	2	2	1	NA	NA	NA	2	6	2	5	5	4	1	1	0	2	2	3	3	2	2	2	3	2	2	1	4	1	1	NA
MDMCL	1	2	7	7	7	6	1	3	3	5	NA	NA	NA	2	7	6	7	7	5	1	1	0	4	1	1	4	1	1	1	1	1	4	1	1	1	1	NA
QWUUB	1	2	7	6	7	7	4	4	4	4	NA	NA	NA	3	7	6	7	7	4	5	1	0	3	1	2	4	3	2	3	3	2	5	2	4	1	1	NA
JGEKB	1	2	6	4	5	5	2	3	2	4	NA	NA	NA	2	6	5	5	6	4	5	1	0	4	4	3	4	1	3	1	1	1	4	1	4	3	1	NA
UVOFZ	1	2	5	6	6	5	1	4	3	4	NA	NA	NA	1	5	6	6	3	5	1	1	0	3	1	1	3	1	1	1	1	1	4	1	4	1	1	NA
VGVRW	1	2	5	3	5	5	1	3	1	2	NA	NA	NA	2	5	5	5	5	5	5	1	0	4	1	2	2	2	2	1	1	1	1	1	1	1	3	NA
QCQJI	1	2	6	4	5	5	3	3	4	4	NA	NA	NA	3	6	6	4	7	4	1	1	0	3	2	3	3	2	1	2	1	1	3	1	1	1	1	NA
QTDRV	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EVIIS	1	6	5	4	3	6	3	4	3	3	NA	NA	NA	2	5	3	4	6	4	1	1	0	2	3	2	3	2	3	1	1	2	2	1	5	2	2	NA
TZHYY	1	2	4	2	4	3	2	2	2	3	NA	NA	NA	2	4	5	2	4	4	1	1	0	3	2	1	2	3	3	1	1	2	2	2	3	2	2	NA
SUUMJ	1	2	6	3	6	5	1	2	5	5	NA	NA	NA	2	6	6	6	6	5	1	1	0	4	1	1	3	1	1	1	1	2	4	2	3	1	2	NA
CRZML	1	2	5	1	5	5	1	2	2	1	NA	NA	NA	1	4	5	2	4	3	1	1	0	4	1	2	3	3	1	1	1	3	3	1	4	1	3	NA
SSCYI	1	2	5	5	5	4	4	4	4	4	NA	NA	NA	3	4	5	4	4	4	1	1	0	4	3	2	3	3	3	2	2	1	3	2	3	2	2	NA
IHUCJ	1	6	5	3	4	6	1	3	1	1	NA	NA	NA	2	6	5	3	5	5	1	1	0	3	2	1	3	1	3	1	1	1	3	1	3	1	3	NA
OSSBB	1	2	7	6	3	7	5	5	5	4	NA	NA	NA	8	7	2	6	7	5	1	1	0	1	2	1	3	1	1	1	1	2	2	1	1	1	1	NA
XJBMN	1	2	5	4	5	6	2	1	1	3	NA	NA	NA	1	5	6	5	5	3	2	1	0	4	2	3	3	2	3	2	2	1	5	1	1	2	3	NA
ERCLT	1	2	7	6	7	6	4	2	1	1	NA	NA	NA	3	7	7	6	6	5	5	1	0	3	1	2	5	1	1	1	1	1	4	1	3	1	1	NA
UEMGC	1	2	7	6	6	6	3	4	3	1	NA	NA	NA	3	7	7	6	6	5	1	1	0	4	1	2	4	1	1	1	1	1	5	1	2	1	2	NA
JFOYX	1	2	7	5	6	5	3	3	4	3	NA	NA	NA	27	5	6	5	5	4	1	1	0	3	2	2	3	1	2	1	3	2	3	1	2	1	2	NA
WOEWY	1	2	6	3	6	6	4	3	4	3	NA	NA	NA	2	6	5	3	6	5	1	1	0	4	1	2	2	2	2	2	2	1	5	1	1	2	2	NA
KAOLL	1	2	7	5	3	7	3	5	3	5	NA	NA	NA	5	7	6	6	7	5	1	1	0	2	1	1	2	4	1	1	2	1	3	1	1	1	1	NA
BZOPC	1	2	7	7	5	6	1	3	4	3	NA	NA	NA	2	6	7	7	7	5	1	1	0	1	1	1	5	1	1	1	1	1	3	1	1	1	1	NA
